4347 Id2(solute)	Id1(solvent)	T (K)	γ2͚ Exp	Solute	Solvent
107062	126330	333.6	1.21	1,2-Dichloroethane	Sulfolane
107313	126330	303.8	1.43	Methyl Formate	Sulfolane
107313	126330	317.9	1.42	Methyl Formate	Sulfolane
107313	126330	333.7	1.41	Methyl Formate	Sulfolane
108203	126330	303.8	14.45	Diisopropyl Ether	Sulfolane
108203	126330	317.9	13.5	Diisopropyl Ether	Sulfolane
108203	126330	334.2	12.57	Diisopropyl Ether	Sulfolane
108872	126330	303.6	38.71	Methylcyclohexane	Sulfolane
108872	126330	317.9	32.37	Methylcyclohexane	Sulfolane
108872	126330	332.8	24.94	Methylcyclohexane	Sulfolane
108883	126330	303.8	3.61	Toluene	Sulfolane
108883	126330	317.9	3.49	Toluene	Sulfolane
108883	126330	333.6	3.36	Toluene	Sulfolane
108907	126330	303.8	2.69	Chlorobenzene	Sulfolane
108907	126330	317.9	2.6	Chlorobenzene	Sulfolane
108907	126330	332.8	2.47	Chlorobenzene	Sulfolane
109604	126330	303.1	3.66	Propyl Acetate	Sulfolane
109604	126330	317.9	3.5	Propyl Acetate	Sulfolane
109604	126330	332.6	3.37	Propyl Acetate	Sulfolane
109660	126330	303.4	34.63	pentane	Sulfolane
109660	126330	317.9	30.44	pentane	Sulfolane
109660	126330	332.6	27.26	pentane	Sulfolane
109999	126330	303.1	2.34	Tetrahydrofuran	Sulfolane
109999	126330	317.9	2.3	Tetrahydrofuran	Sulfolane
109999	126330	333.6	2.24	Tetrahydrofuran	Sulfolane
110543	126330	303.8	46.99	hexane	Sulfolane
110543	126330	317.9	41.08	hexane	Sulfolane
110543	126330	332.8	35.98	hexane	Sulfolane
110861	126330	317.9	1.17	Pyridine	Sulfolane
110861	126330	332.7	1.05	Pyridine	Sulfolane
111660	126330	303.2	59.9	1-Octene	Sulfolane
111660	126330	313.2	53.6	1-Octene	Sulfolane
123864	126330	303.1	4.99	Butyl Acetate	Sulfolane
123864	126330	317.9	4.67	Butyl Acetate	Sulfolane
123864	126330	334.2	4.45	Butyl Acetate	Sulfolane
123911	126330	317.9	1.48	dioxane	Sulfolane
123911	126330	332.7	1.28	dioxane	Sulfolane
141786	126330	303.1	2.78	Ethyl Acetate	Sulfolane
141786	126330	317.9	2.67	Ethyl Acetate	Sulfolane
141786	126330	332.6	2.51	Ethyl Acetate	Sulfolane
142825	126330	303.4	62.02	heptane	Sulfolane
142825	126330	317.9	54	heptane	Sulfolane
142825	126330	332.6	47.37	heptane	Sulfolane
291645	126330	303.2	41	Cycloheptane	Sulfolane
291645	126330	313.2	35.7	Cycloheptane	Sulfolane
292648	126330	303.2	51	Cyclooctane	Sulfolane
292648	126330	313.2	43.6	Cyclooctane	Sulfolane
592416	126330	303.2	29.5	1-Hexene	Sulfolane
592416	126330	313.2	26.6	1-Hexene	Sulfolane
1634044	126330	303.8	7.32	methyl t-butyl ether	Sulfolane
1634044	126330	317.9	7.16	methyl t-butyl ether	Sulfolane
1634044	126330	333.6	6.89	methyl t-butyl ether	Sulfolane
56235	127195	303.2	0.95	Carbon Tetrachloride	N,N-Dimethylacetamide
56235	127195	317.6	1.23	Carbon Tetrachloride	N,N-Dimethylacetamide
56235	127195	333.6	1.62	Carbon Tetrachloride	N,N-Dimethylacetamide
60297	127195	303.4	3.24	Diethyl Ether	N,N-Dimethylacetamide
60297	127195	317.6	3.18	Diethyl Ether	N,N-Dimethylacetamide
60297	127195	333.6	3.13	Diethyl Ether	N,N-Dimethylacetamide
64175	127195	333.6	0.63	Ethanol	N,N-Dimethylacetamide
64175	127195	317.6	0.58	Ethanol	N,N-Dimethylacetamide
64175	127195	303.6	0.53	Ethanol	N,N-Dimethylacetamide
67561	127195	333.4	0.46	Methanol	N,N-Dimethylacetamide
67561	127195	317.6	0.44	Methanol	N,N-Dimethylacetamide
67561	127195	303.6	0.42	Methanol	N,N-Dimethylacetamide
67630	127195	333.2	0.55	i-propanol	N,N-Dimethylacetamide
67630	127195	317.6	0.58	i-propanol	N,N-Dimethylacetamide
67630	127195	303.2	0.6	i-propanol	N,N-Dimethylacetamide
67641	127195	303.6	1.1	Acetone	N,N-Dimethylacetamide
67641	127195	317.6	1.03	Acetone	N,N-Dimethylacetamide
67641	127195	333.4	0.97	Acetone	N,N-Dimethylacetamide
67663	127195	333.2	0.27	Chloroform	N,N-Dimethylacetamide
67663	127195	317.6	0.22	Chloroform	N,N-Dimethylacetamide
67663	127195	303.2	0.18	Chloroform	N,N-Dimethylacetamide
71363	127195	333.4	0.79	1-Butanol	N,N-Dimethylacetamide
71432	127195	303.6	1.14	Benzene	N,N-Dimethylacetamide
71432	127195	317.6	1.17	Benzene	N,N-Dimethylacetamide
71432	127195	333.6	1.19	Benzene	N,N-Dimethylacetamide
75058	127195	333.4	0.69	Acetonitrile	N,N-Dimethylacetamide
75058	127195	317.6	0.69	Acetonitrile	N,N-Dimethylacetamide
75058	127195	303.2	0.69	Acetonitrile	N,N-Dimethylacetamide
75070	127195	303.2	0.94	Acetaldehyde	N,N-Dimethylacetamide
75070	127195	317.6	0.91	Acetaldehyde	N,N-Dimethylacetamide
75070	127195	333.4	0.88	Acetaldehyde	N,N-Dimethylacetamide
75092	127195	333	0.4	Dichloromethane	N,N-Dimethylacetamide
75092	127195	317.6	0.36	Dichloromethane	N,N-Dimethylacetamide
75092	127195	303.6	0.32	Dichloromethane	N,N-Dimethylacetamide
78831	127195	333.4	0.7	i-butanol	N,N-Dimethylacetamide
78831	127195	333.4	0.7	i-butanol	N,N-Dimethylacetamide
79016	127195	333	1.01	Trichloroethylene	N,N-Dimethylacetamide
79016	127195	317.6	0.92	Trichloroethylene	N,N-Dimethylacetamide
79016	127195	303.6	0.85	Trichloroethylene	N,N-Dimethylacetamide
79209	127195	303.3	1.47	Methyl Acetate	N,N-Dimethylacetamide
79209	127195	317.6	1.23	Methyl Acetate	N,N-Dimethylacetamide
79209	127195	333.6	1.02	Methyl Acetate	N,N-Dimethylacetamide
100414	127195	303.6	2.07	Ethylbenzene	N,N-Dimethylacetamide
100414	127195	317.6	1.97	Ethylbenzene	N,N-Dimethylacetamide
100414	127195	333.2	1.87	Ethylbenzene	N,N-Dimethylacetamide
107062	127195	333.4	0.75	1,2-Dichloroethane	N,N-Dimethylacetamide
107062	127195	317.6	0.63	1,2-Dichloroethane	N,N-Dimethylacetamide
107062	127195	303.6	0.54	1,2-Dichloroethane	N,N-Dimethylacetamide
107313	127195	303.3	1.11	Methyl Formate	N,N-Dimethylacetamide
107313	127195	317.6	1.19	Methyl Formate	N,N-Dimethylacetamide
107313	127195	333	1.27	Methyl Formate	N,N-Dimethylacetamide
108203	127195	303.2	4.04	Diisopropyl Ether	N,N-Dimethylacetamide
108203	127195	317.6	3.7	Diisopropyl Ether	N,N-Dimethylacetamide
108203	127195	333	3.4	Diisopropyl Ether	N,N-Dimethylacetamide
108872	127195	303.2	8.26	Methylcyclohexane	N,N-Dimethylacetamide
108872	127195	317.6	7.44	Methylcyclohexane	N,N-Dimethylacetamide
108872	127195	333.2	6.84	Methylcyclohexane	N,N-Dimethylacetamide
108883	127195	303.6	1.49	Toluene	N,N-Dimethylacetamide
108883	127195	317.6	1.47	Toluene	N,N-Dimethylacetamide
108883	127195	333.2	1.45	Toluene	N,N-Dimethylacetamide
108907	127195	317.6	3.31	Chlorobenzene	N,N-Dimethylacetamide
109604	127195	303.3	2.01	Propyl Acetate	N,N-Dimethylacetamide
109604	127195	317.6	1.87	Propyl Acetate	N,N-Dimethylacetamide
109604	127195	333	1.75	Propyl Acetate	N,N-Dimethylacetamide
109660	127195	298.2	8.46	pentane	N,N-Dimethylacetamide
109660	127195	303.6	7.96	pentane	N,N-Dimethylacetamide
109660	127195	317.6	6.86	pentane	N,N-Dimethylacetamide
109660	127195	333.4	5.89	pentane	N,N-Dimethylacetamide
109999	127195	303.3	1.53	Tetrahydrofuran	N,N-Dimethylacetamide
109999	127195	317.6	1.5	Tetrahydrofuran	N,N-Dimethylacetamide
109999	127195	333.6	1.46	Tetrahydrofuran	N,N-Dimethylacetamide
110543	127195	303.2	9.77	hexane	N,N-Dimethylacetamide
110543	127195	317.6	8.23	hexane	N,N-Dimethylacetamide
110543	127195	333.3	6.94	hexane	N,N-Dimethylacetamide
110861	127195	333	1.05	Pyridine	N,N-Dimethylacetamide
110861	127195	303.4	0.64	Pyridine	N,N-Dimethylacetamide
110861	127195	317.6	0.82	Pyridine	N,N-Dimethylacetamide
123864	127195	303.3	2.37	Butyl Acetate	N,N-Dimethylacetamide
123864	127195	317.6	2.03	Butyl Acetate	N,N-Dimethylacetamide
123864	127195	333.2	1.74	Butyl Acetate	N,N-Dimethylacetamide
123911	127195	303.3	1.33	dioxane	N,N-Dimethylacetamide
123911	127195	317.6	1.29	dioxane	N,N-Dimethylacetamide
123911	127195	333.6	1.26	dioxane	N,N-Dimethylacetamide
141786	127195	303.3	1.81	Ethyl Acetate	N,N-Dimethylacetamide
141786	127195	317.6	1.65	Ethyl Acetate	N,N-Dimethylacetamide
141786	127195	333.6	1.5	Ethyl Acetate	N,N-Dimethylacetamide
142825	127195	303.2	11.6	heptane	N,N-Dimethylacetamide
142825	127195	317.6	9.8	heptane	N,N-Dimethylacetamide
142825	127195	333.4	8.28	heptane	N,N-Dimethylacetamide
1634044	127195	303.6	2.9	methyl t-butyl ether	N,N-Dimethylacetamide
1634044	127195	317.6	2.47	methyl t-butyl ether	N,N-Dimethylacetamide
1634044	127195	333	2.1	methyl t-butyl ether	N,N-Dimethylacetamide
56235	140114	298.2	1.41	Carbon Tetrachloride	Benzyl Acetate
67641	140114	298.2	1.12	Acetone	Benzyl Acetate
67663	140114	298.2	0.51	Chloroform	Benzyl Acetate
71432	140114	298.2	1.04	Benzene	Benzyl Acetate
74964	140114	298.2	1.02	Bromoethane	Benzyl Acetate
75036	140114	298.2	1.32	iodoethane	Benzyl Acetate
75058	140114	298.2	1.51	Acetonitrile	Benzyl Acetate
107062	140114	298.2	0.71	1,2-Dichloroethane	Benzyl Acetate
108203	140114	298.2	2.43	Diisopropyl Ether	Benzyl Acetate
110543	140114	298.2	5.28	hexane	Benzyl Acetate
141786	140114	298.2	1	Ethyl Acetate	Benzyl Acetate
56235	141786	293.2	1.31	Carbon Tetrachloride	Ethyl Acetate
56235	141786	329.2	1.28	Carbon Tetrachloride	Ethyl Acetate
64175	141786	298.2	3.4	Ethanol	Ethyl Acetate
64175	141786	313	2.84	Ethanol	Ethyl Acetate
64175	141786	328.2	2.75	Ethanol	Ethyl Acetate
64175	141786	328.4	2.55	Ethanol	Ethyl Acetate
64175	141786	333.5	2.42	Ethanol	Ethyl Acetate
64175	141786	338.4	2.44	Ethanol	Ethyl Acetate
64175	141786	348.3	2.33	Ethanol	Ethyl Acetate
64175	141786	349.1	2.34	Ethanol	Ethyl Acetate
67561	141786	350.4	2.65	Methanol	Ethyl Acetate
67630	141786	288.2	4.63	i-propanol	Ethyl Acetate
67630	141786	328.2	2.19	i-propanol	Ethyl Acetate
67641	141786	293.2	1.13	Acetone	Ethyl Acetate
67663	141786	349.2	0.49	Chloroform	Ethyl Acetate
67663	141786	349.5	0.51	Chloroform	Ethyl Acetate
67663	141786	340	0.5	Chloroform	Ethyl Acetate
67663	141786	329.2	0.52	Chloroform	Ethyl Acetate
67663	141786	327.2	0.47	Chloroform	Ethyl Acetate
67663	141786	323.2	0.44	Chloroform	Ethyl Acetate
67663	141786	310.5	0.42	Chloroform	Ethyl Acetate
67663	141786	313.2	0.42	Chloroform	Ethyl Acetate
71432	141786	311.7	1.14	Benzene	Ethyl Acetate
71432	141786	328.2	0.96	Benzene	Ethyl Acetate
71432	141786	330.5	1.14	Benzene	Ethyl Acetate
74964	141786	293.2	1.04	Bromoethane	Ethyl Acetate
75036	141786	293.2	1.55	iodoethane	Ethyl Acetate
75036	141786	307.2	1.5	iodoethane	Ethyl Acetate
75036	141786	331.7	1.45	iodoethane	Ethyl Acetate
75036	141786	343.9	1.41	iodoethane	Ethyl Acetate
75058	141786	311.7	1.73	Acetonitrile	Ethyl Acetate
75058	141786	313.2	1.52	Acetonitrile	Ethyl Acetate
75058	141786	330.5	1.58	Acetonitrile	Ethyl Acetate
75058	141786	347.8	1.51	Acetonitrile	Ethyl Acetate
75058	141786	353.2	1.5	Acetonitrile	Ethyl Acetate
75058	141786	393.2	1.48	Acetonitrile	Ethyl Acetate
75092	141786	398.2	0.71	Dichloromethane	Ethyl Acetate
75092	141786	348.2	0.65	Dichloromethane	Ethyl Acetate
75092	141786	298.2	0.58	Dichloromethane	Ethyl Acetate
75092	141786	293.2	0.49	Dichloromethane	Ethyl Acetate
75150	141786	293.2	2.66	Carbon Disulfide	Ethyl Acetate
75525	141786	298.2	1.2	Nitromethane	Ethyl Acetate
75525	141786	298.2	1.26	Nitromethane	Ethyl Acetate
75525	141786	311.7	1.62	Nitromethane	Ethyl Acetate
75525	141786	328.4	1.29	Nitromethane	Ethyl Acetate
75525	141786	330.5	1.47	Nitromethane	Ethyl Acetate
75525	141786	347.3	1.42	Nitromethane	Ethyl Acetate
75525	141786	348.2	1.21	Nitromethane	Ethyl Acetate
75525	141786	398.2	1.23	Nitromethane	Ethyl Acetate
96377	141786	303.2	2.87	Methylcyclopentane	Ethyl Acetate
107062	141786	347.8	0.85	1,2-Dichloroethane	Ethyl Acetate
107062	141786	330.5	0.83	1,2-Dichloroethane	Ethyl Acetate
107062	141786	311.7	0.81	1,2-Dichloroethane	Ethyl Acetate
107120	141786	311.6	1.42	propanenitrile	Ethyl Acetate
107120	141786	329.2	1.35	propanenitrile	Ethyl Acetate
107120	141786	348.2	1.29	propanenitrile	Ethyl Acetate
107835	141786	298.2	3.44	2-Methylpentane	Ethyl Acetate
108087	141786	298.2	3.81	2,4-Dimethylpentane	Ethyl Acetate
108883	141786	298.2	1.33	Toluene	Ethyl Acetate
108883	141786	313	1.27	Toluene	Ethyl Acetate
108883	141786	328.4	1.23	Toluene	Ethyl Acetate
108883	141786	333.5	1.18	Toluene	Ethyl Acetate
108883	141786	338.4	1.2	Toluene	Ethyl Acetate
108883	141786	348.3	1.14	Toluene	Ethyl Acetate
108883	141786	349.1	1.16	Toluene	Ethyl Acetate
108907	141786	313.2	1.08	Chlorobenzene	Ethyl Acetate
108907	141786	353.2	1.12	Chlorobenzene	Ethyl Acetate
108907	141786	393.2	1.14	Chlorobenzene	Ethyl Acetate
108952	141786	320	0.47	Phenol	Ethyl Acetate
108952	141786	300	0.31	Phenol	Ethyl Acetate
109660	141786	293.2	3.09	pentane	Ethyl Acetate
109660	141786	298.2	3.02	pentane	Ethyl Acetate
109660	141786	303.2	2.96	pentane	Ethyl Acetate
109671	141786	293.2	2.05	1-Pentene	Ethyl Acetate
109693	141786	323.2	1.25	1-Chlorobutane	Ethyl Acetate
109693	141786	348.2	1.23	1-Chlorobutane	Ethyl Acetate
109693	141786	348.2	1.23	1-Chlorobutane	Ethyl Acetate
109999	141786	313	1.1	Tetrahydrofuran	Ethyl Acetate
109999	141786	313.2	1.09	Tetrahydrofuran	Ethyl Acetate
109999	141786	333.2	1.1	Tetrahydrofuran	Ethyl Acetate
109999	141786	333.5	1.06	Tetrahydrofuran	Ethyl Acetate
109999	141786	348.3	1.03	Tetrahydrofuran	Ethyl Acetate
110543	141786	293.2	3.49	hexane	Ethyl Acetate
110543	141786	298.2	3.6	hexane	Ethyl Acetate
110543	141786	303.2	3.33	hexane	Ethyl Acetate
110543	141786	308.2	3.09	hexane	Ethyl Acetate
110543	141786	324.4	2.77	hexane	Ethyl Acetate
110543	141786	348.4	2.41	hexane	Ethyl Acetate
111659	141786	298.2	4.83	octane	Ethyl Acetate
111659	141786	298.2	4.68	octane	Ethyl Acetate
111659	141786	328.4	3.59	octane	Ethyl Acetate
111659	141786	338.4	3.34	octane	Ethyl Acetate
111659	141786	349.1	3.06	octane	Ethyl Acetate
111842	141786	298.2	5.43	nonane	Ethyl Acetate
123728	141786	298.2	1.11	Butanal	Ethyl Acetate
123728	141786	323.2	1.1	Butanal	Ethyl Acetate
123728	141786	349.2	1.09	Butanal	Ethyl Acetate
123911	141786	298.2	1.08	dioxane	Ethyl Acetate
123911	141786	328.4	1.1	dioxane	Ethyl Acetate
142825	141786	298.2	3.82	heptane	Ethyl Acetate
142825	141786	323.2	3.22	heptane	Ethyl Acetate
142825	141786	343.2	2.85	heptane	Ethyl Acetate
287923	141786	303.2	2.73	Cyclopentane	Ethyl Acetate
565753	141786	298.2	4.07	2,3,4-Trimethylpentane	Ethyl Acetate
592132	141786	298.2	4.33	2,5-Dimethylhexane	Ethyl Acetate
1678917	141786	298.2	4.3	Ethylcyclohexane	Ethyl Acetate
56235	142825	293.2	1.2	Carbon Tetrachloride	heptane
56235	142825	313.2	1.15	Carbon Tetrachloride	heptane
64175	142825	288.2	83.4	Ethanol	heptane
64175	142825	293.2	67.9	Ethanol	heptane
64175	142825	293.2	51	Ethanol	heptane
64175	142825	293.5	48.1	Ethanol	heptane
64175	142825	298.2	58.8	Ethanol	heptane
64175	142825	298.2	49.22	Ethanol	heptane
64175	142825	303.2	49.7	Ethanol	heptane
64175	142825	303.2	46.15	Ethanol	heptane
64175	142825	303.3	42.9	Ethanol	heptane
64175	142825	303.3	34.2	Ethanol	heptane
64175	142825	308.2	42.2	Ethanol	heptane
64175	142825	313.1	31.8	Ethanol	heptane
64175	142825	313.2	43.1	Ethanol	heptane
64175	142825	313.2	39.94	Ethanol	heptane
64175	142825	313.2	37.6	Ethanol	heptane
64175	142825	313.2	27.74	Ethanol	heptane
64175	142825	314.5	36.3	Ethanol	heptane
64175	142825	314.6	34.6	Ethanol	heptane
64175	142825	318.2	32	Ethanol	heptane
64175	142825	322.8	21.9	Ethanol	heptane
64175	142825	323.2	32.6	Ethanol	heptane
64175	142825	323.2	28.1	Ethanol	heptane
64175	142825	323.2	24.72	Ethanol	heptane
64175	142825	332.2	23.2	Ethanol	heptane
64175	142825	333.2	23.8	Ethanol	heptane
64175	142825	333.2	16.27	Ethanol	heptane
64175	142825	343.1	16.34	Ethanol	heptane
64175	142825	349.6	15.1	Ethanol	heptane
64175	142825	349.6	14.6	Ethanol	heptane
64175	142825	366.8	9.8	Ethanol	heptane
67561	142825	288.2	115.8	Methanol	heptane
67561	142825	293.2	97.5	Methanol	heptane
67561	142825	293.2	80	Methanol	heptane
67561	142825	298.2	81.8	Methanol	heptane
67561	142825	303.2	71.4	Methanol	heptane
67561	142825	308.2	60.7	Methanol	heptane
67561	142825	313.2	53.8	Methanol	heptane
67561	142825	313.2	51.9	Methanol	heptane
67561	142825	318.2	46.5	Methanol	heptane
67561	142825	323.2	40.8	Methanol	heptane
67561	142825	323.2	38.5	Methanol	heptane
67561	142825	333.2	28	Methanol	heptane
67630	142825	303.2	25.16	i-propanol	heptane
67641	142825	273.2	8.96	Acetone	heptane
67641	142825	323.2	5.1	Acetone	heptane
67641	142825	323.2	5.05	Acetone	heptane
67641	142825	333.2	4.59	Acetone	heptane
67641	142825	343.2	4.27	Acetone	heptane
67663	142825	293.2	1.47	Chloroform	heptane
67663	142825	293.2	1.47	Chloroform	heptane
67663	142825	323.2	1.38	Chloroform	heptane
71238	142825	303.2	30.79	n-propanol	heptane
71238	142825	313.2	25.68	n-propanol	heptane
71238	142825	323.2	20.5	n-propanol	heptane
71238	142825	333.2	16.49	n-propanol	heptane
71238	142825	333.2	15.96	n-propanol	heptane
71238	142825	353.2	8.95	n-propanol	heptane
71363	142825	333.2	14.12	1-Butanol	heptane
71363	142825	353.2	9.3	1-Butanol	heptane
71363	142825	363.2	8.7	1-Butanol	heptane
71363	142825	373.2	5.62	1-Butanol	heptane
71432	142825	298.2	1.55	Benzene	heptane
71432	142825	313.2	1.52	Benzene	heptane
71432	142825	331.2	1.37	Benzene	heptane
71432	142825	333.2	1.38	Benzene	heptane
71432	142825	333.2	1.4	Benzene	heptane
71432	142825	350.6	1.33	Benzene	heptane
71432	142825	366.2	1.27	Benzene	heptane
71432	142825	373.2	1.22	Benzene	heptane
74964	142825	293.2	1.62	Bromoethane	heptane
75036	142825	293.2	1.9	iodoethane	heptane
75058	142825	293.2	30	Acetonitrile	heptane
75092	142825	293.2	2.2	Dichloromethane	heptane
75150	142825	293.2	1.3	Carbon Disulfide	heptane
75525	142825	293.2	41	Nitromethane	heptane
75650	142825	313.2	9.57	t-butanol	heptane
78831	142825	298.2	32.5	i-butanol	heptane
79243	142825	293.2	19.8	Nitroethane	heptane
80568	142825	338.2	1.4	a-pinene	heptane
80568	142825	353.2	1.32	a-pinene	heptane
106423	142825	313.2	1.38	P-Xylene	heptane
107062	142825	293.2	3.3	1,2-Dichloroethane	heptane
107120	142825	293.2	21.9	propanenitrile	heptane
107120	142825	313.2	16.54	propanenitrile	heptane
107835	142825	298.2	1.04	2-Methylpentane	heptane
108087	142825	298.2	1.06	2,4-Dimethylpentane	heptane
108203	142825	313.2	1.18	Diisopropyl Ether	heptane
108203	142825	323.2	1.09	Diisopropyl Ether	heptane
108203	142825	333.2	1.17	Diisopropyl Ether	heptane
108203	142825	343.2	1.08	Diisopropyl Ether	heptane
108883	142825	298.2	1.51	Toluene	heptane
109660	142825	293.2	1	pentane	heptane
109660	142825	298.2	0.99	pentane	heptane
109671	142825	293.2	0.98	1-Pentene	heptane
109999	142825	303.2	1.55	Tetrahydrofuran	heptane
109999	142825	313.2	1.79	Tetrahydrofuran	heptane
109999	142825	333.2	1.43	Tetrahydrofuran	heptane
109999	142825	343.2	1.4	Tetrahydrofuran	heptane
110543	142825	293.2	1	hexane	heptane
110543	142825	298.2	1.04	hexane	heptane
110543	142825	298.2	1	hexane	heptane
110543	142825	333.2	1	hexane	heptane
110543	142825	373.2	1	hexane	heptane
110861	142825	298.2	5.56	Pyridine	heptane
110861	142825	303.1	5.21	Pyridine	heptane
110861	142825	313.2	4.62	Pyridine	heptane
110861	142825	313.2	4.8	Pyridine	heptane
110861	142825	323.2	4.2	Pyridine	heptane
110861	142825	333.2	3.82	Pyridine	heptane
110861	142825	341	3.81	Pyridine	heptane
110861	142825	353.2	3.36	Pyridine	heptane
111659	142825	298.2	1.07	octane	heptane
111659	142825	298.2	1.05	octane	heptane
111842	142825	298.2	1.05	nonane	heptane
123911	142825	298.2	3.81	dioxane	heptane
123911	142825	298.2	4.41	dioxane	heptane
123911	142825	303.2	4.17	dioxane	heptane
123911	142825	308.2	3.88	dioxane	heptane
123911	142825	313.2	3.69	dioxane	heptane
123911	142825	313.4	3.59	dioxane	heptane
123911	142825	333.2	3.21	dioxane	heptane
123911	142825	353.2	2.63	dioxane	heptane
123911	142825	353.2	2.76	dioxane	heptane
141786	142825	293.2	3.29	Ethyl Acetate	heptane
141786	142825	323.2	2.83	Ethyl Acetate	heptane
141786	142825	343.2	2.53	Ethyl Acetate	heptane
142825	142825	298.2	1.05	heptane	heptane
565753	142825	298.2	1.07	2,3,4-Trimethylpentane	heptane
592132	142825	298.2	1.11	2,5-Dimethylhexane	heptane
616386	142825	283.2	10.51	Dimethyl Carbonate	heptane
616386	142825	293.2	8.81	Dimethyl Carbonate	heptane
616386	142825	313.2	6.56	Dimethyl Carbonate	heptane
616386	142825	323.2	5.78	Dimethyl Carbonate	heptane
616386	142825	333.2	5.14	Dimethyl Carbonate	heptane
616386	142825	343.2	4.61	Dimethyl Carbonate	heptane
616386	142825	363.2	3.79	Dimethyl Carbonate	heptane
616386	142825	373.2	3.47	Dimethyl Carbonate	heptane
1634044	142825	313.2	1.31	methyl t-butyl ether	heptane
1634044	142825	323.2	1.22	methyl t-butyl ether	heptane
1678917	142825	298.2	1.13	Ethylcyclohexane	heptane
67561	287923	288.2	168.5	Methanol	Cyclopentane
1634044	287923	313.2	1.19	methyl t-butyl ether	Cyclopentane
1634044	287923	323.2	1.12	methyl t-butyl ether	Cyclopentane
60297	502443	303.2	3.09	Diethyl Ether	e-caprolactone
60297	502443	318.2	3.06	Diethyl Ether	e-caprolactone
60297	502443	333.2	3.01	Diethyl Ether	e-caprolactone
64175	502443	303.2	2	Ethanol	e-caprolactone
64175	502443	318.2	1.84	Ethanol	e-caprolactone
64175	502443	333.2	1.66	Ethanol	e-caprolactone
67561	502443	303.2	1.65	Methanol	e-caprolactone
67561	502443	318.2	1.56	Methanol	e-caprolactone
67561	502443	333.2	1.44	Methanol	e-caprolactone
67630	502443	303.2	2.18	i-propanol	e-caprolactone
67630	502443	318.2	1.99	i-propanol	e-caprolactone
67630	502443	333.2	1.83	i-propanol	e-caprolactone
67641	502443	303.2	1.25	Acetone	e-caprolactone
67641	502443	318.2	1.24	Acetone	e-caprolactone
67641	502443	333.2	1.23	Acetone	e-caprolactone
67663	502443	333.2	0.5	Chloroform	e-caprolactone
67663	502443	318.2	0.45	Chloroform	e-caprolactone
67663	502443	303.2	0.4	Chloroform	e-caprolactone
71238	502443	303.2	2.1	n-propanol	e-caprolactone
71238	502443	318.2	1.89	n-propanol	e-caprolactone
71238	502443	333.2	1.67	n-propanol	e-caprolactone
71432	502443	303.2	1.39	Benzene	e-caprolactone
71432	502443	318.2	1.39	Benzene	e-caprolactone
71432	502443	333.2	1.41	Benzene	e-caprolactone
75070	502443	303.2	1.19	Acetaldehyde	e-caprolactone
75070	502443	318.2	1.17	Acetaldehyde	e-caprolactone
75070	502443	333.2	1.15	Acetaldehyde	e-caprolactone
75092	502443	333.2	0.59	Dichloromethane	e-caprolactone
75092	502443	318.2	0.56	Dichloromethane	e-caprolactone
75092	502443	303.2	0.53	Dichloromethane	e-caprolactone
107879	502443	303.2	1.57	2-Pentanone	e-caprolactone
107879	502443	318.2	1.56	2-Pentanone	e-caprolactone
107879	502443	333.2	1.55	2-Pentanone	e-caprolactone
108203	502443	303.2	5.31	Diisopropyl Ether	e-caprolactone
108203	502443	318.2	5.21	Diisopropyl Ether	e-caprolactone
108203	502443	333.2	5.07	Diisopropyl Ether	e-caprolactone
108883	502443	303.2	1.83	Toluene	e-caprolactone
108883	502443	318.2	1.82	Toluene	e-caprolactone
108883	502443	333.2	1.82	Toluene	e-caprolactone
109660	502443	303.2	10.3	pentane	e-caprolactone
109660	502443	318.2	9.74	pentane	e-caprolactone
109660	502443	333.2	9.02	pentane	e-caprolactone
109671	502443	303.2	5.85	1-Pentene	e-caprolactone
109671	502443	318.2	5.62	1-Pentene	e-caprolactone
109671	502443	333.2	5.36	1-Pentene	e-caprolactone
109999	502443	303.2	1.42	Tetrahydrofuran	e-caprolactone
109999	502443	318.2	1.41	Tetrahydrofuran	e-caprolactone
109999	502443	333.2	1.4	Tetrahydrofuran	e-caprolactone
110543	502443	303.2	12.9	hexane	e-caprolactone
110543	502443	318.2	11.9	hexane	e-caprolactone
110543	502443	333.2	10.8	hexane	e-caprolactone
111659	502443	303.2	19.9	octane	e-caprolactone
111659	502443	318.2	17.7	octane	e-caprolactone
111659	502443	333.2	15.7	octane	e-caprolactone
111660	502443	303.2	11.1	1-Octene	e-caprolactone
111660	502443	318.2	10.2	1-Octene	e-caprolactone
111660	502443	333.2	9.32	1-Octene	e-caprolactone
142825	502443	303.2	16	heptane	e-caprolactone
142825	502443	318.2	14.5	heptane	e-caprolactone
142825	502443	333.2	13	heptane	e-caprolactone
1634044	502443	303.2	3.25	methyl t-butyl ether	e-caprolactone
1634044	502443	318.2	3.23	methyl t-butyl ether	e-caprolactone
1634044	502443	333.2	3.18	methyl t-butyl ether	e-caprolactone
64175	540841	293.2	46	Ethanol	2,2,4-Trimethylpentane
64175	540841	298.2	44.58	Ethanol	2,2,4-Trimethylpentane
64175	540841	301.8	45.1	Ethanol	2,2,4-Trimethylpentane
64175	540841	319.5	28.3	Ethanol	2,2,4-Trimethylpentane
64175	540841	319.7	28	Ethanol	2,2,4-Trimethylpentane
