1 264 T(K)	P(Mpa)	rho(g/cm3)	D(cm2/s)	0.577124869	2.381951731	0.167727541	48.12771503	0.00801	0.497302	190.6	4.604
323	125	1.8	0.00001	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	5	1.2	0.000108	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	7	1.24	0.000096	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	9.8	1.28	0.0000845	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	12.5	1.32	0.000078	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	16.5	1.36	0.000071	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	21	1.4	0.000065	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	27	1.44	0.0000584	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	34	1.48	0.000052	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	42	1.52	0.0000468	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	53	1.56	0.0000399	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	66	1.6	0.0000334	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	82	1.64	0.000027	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	102	1.68	0.000022	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	120	1.72	0.0000189	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	144	1.76	0.0000161	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
373	174	1.8	0.0000135	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	11	1.08	0.00015	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	13	1.12	0.000136	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	15	1.16	0.000125	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	18	1.2	0.000113	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	21	1.24	0.000104	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	25	1.28	0.0000959	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	29.5	1.32	0.0000888	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	35	1.36	0.0000818	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	41.5	1.4	0.0000745	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	49	1.44	0.0000677	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	58	1.48	0.0000602	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	69	1.52	0.0000532	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	81	1.56	0.0000471	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	99	1.6	0.0000411	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	117	1.64	0.0000361	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	138	1.68	0.000032	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	160	1.72	0.0000275	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
423	190	1.76	0.0000215	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	20.5	1.08	0.000185	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	23	1.12	0.000155	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	26	1.16	0.000134	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	29	1.2	0.000122	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	33.5	1.24	0.0001115	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	38.5	1.28	0.000103	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	42.5	1.32	0.0000976	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	52	1.36	0.0000871	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	61	1.4	0.0000795	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	73	1.44	0.0000709	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	86	1.48	0.000063	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	100	1.52	0.0000565	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	114	1.56	0.000051	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	132	1.6	0.0000459	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	150	1.64	0.0000407	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
473	174	1.68	0.000035	Finney, R. J., Fury, M. and Jonas, J. (1977) Density and temperature dependence of self-di¤usion and shear viscosity of perßuorocyclobutane in the dense ßuid region. J. Chem. Phys. 66, 760.							
1051 12 T(K)	P(MPa)	density(g/cm3)	D(cm2/s)	0.465734731	0.663428604	0.02127207	0.02127207	0.740448	0.853027	508.2	4.701
182.459	0.1	0.9088	5.45E-06	1973 ert dul 0
192.655	0.1	0.8992	7.87E-06	1973 ert dul 0
208.412	0.1	0.881	1.10E-05	1973 ert dul 0
230.588	0.1	0.85769	1.72E-05	1973 ert dul 0
239.999	0.1	0.84763	2.11E-05	1973 ert dul 0
256.077	0.1	0.83061	2.75E-05	1973 ert dul 0
291.52	0.1	0.7920985	4.47E-05	1973 ert dul 0
299.351	0.1	0.7834	4.65E-05	1973 ert dul 0
306.686	0.1	0.7754	5.04E-05	1973 ert dul 0
318.748	0.1	0.76154	5.65E-05	1973 ert dul 0
331.054	0.1	0.7469	6.55E-05	1973 ert dul 0			
298.2	0.1	0.7738	4.84E-05	Dullien, F. A. L. (1972) Predictive equations for selfdiffusion in liquids: a di¤erent approach. A.I.Ch.E. J. 18, 62.							
1791 47 T(K)	P(MPa)	density(g/cm3)	D(cm2/s)	0.488991048	0.682555045	0.001776199	8.880994671	0.862	1.106	619.95	5.63
303.15	0.1	0.972	0.0000194	Fury, et al,							
303.15	10	0.979	0.0000178	Fury, et al,							
303.15	25	0.988	0.0000161	Fury, et al,							
303.15	50	1.002	0.0000139	Fury, et al,							
303.15	75	1.014	0.0000122	Fury, et al,							
303.15	100	1.026	0.000011	Fury, et al,							
303.15	150	1.046	0.0000085	Fury, et al,							
303.15	200	1.064	0.0000073	Fury, et al,							
303.15	250	1.079	0.0000062	Fury, et al,							
303.15	300	1.093	0.0000052	Fury, et al,							
333.15	0.1	0.942	0.0000323	Fury, et al,							
333.15	10	0.95	0.0000297	Fury, et al,							
333.15	25	0.96	0.0000267	Fury, et al,							
333.15	50	0.976	0.0000233	Fury, et al,							
333.15	75	0.989	0.0000204	Fury, et al,							
333.15	100	1.002	0.0000186	Fury, et al,							
333.15	150	1.024	0.0000151	Fury, et al,							
333.15	200	1.043	0.0000126	Fury, et al,							
333.15	250	1.06	0.0000105	Fury, et al,							
333.15	300	1.075	0.0000088	Fury, et al,							
373.15	0.1	0.901	0.0000568	Fury, et al,							
373.15	10	0.911	0.0000529	Fury, et al,							
373.15	25	0.924	0.0000471	Fury, et al,							
373.15	50	0.943	0.0000406	Fury, et al,							
373.15	75	0.96	0.0000358	Fury, et al,							
373.15	100	0.974	0.0000322	Fury, et al,							
373.15	150	0.999	0.0000266	Fury, et al,							
373.15	200	1.02	0.0000221	Fury, et al,							
373.15	250	1.038	0.0000188	Fury, et al,							
373.15	300	1.054	0.0000156	Fury, et al,							
373.15	350	1.069	0.0000134	Fury, et al,							
373.15	400	1.082	0.0000112	Fury, et al,							
373.15	450	1.095	0.0000097	Fury, et al,							
373.15	500	1.106	0.0000082	Fury, et al,							
423.15	10	0.862	0.0000891	Fury, et al,							
423.15	25	0.88	0.0000802	Fury, et al,							
423.15	50	0.904	0.0000691	Fury, et al,							
423.15	75	0.924	0.0000611	Fury, et al,							
423.15	100	0.941	0.0000557	Fury, et al,							
423.15	150	0.97	0.0000457	Fury, et al,							
423.15	200	0.993	0.0000385	Fury, et al,							
423.15	250	1.013	0.0000329	Fury, et al,							
423.15	300	1.031	0.0000277	Fury, et al,							
423.15	350	1.046	0.0000238	Fury, et al,							
423.15	400	1.061	0.0000202	Fury, et al,							
423.15	450	1.074	0.0000173	Fury, et al,							
423.15	500	1.086	0.0000149	Fury, et al,							
1772	60			
253.2	0.1	0.82465	0.0000228	1982 hur law 0
253.2	5.2	0.8275	0.0000223	1982 hur law 0
253.2	13.3	0.8319	0.0000213	1982 hur law 0
253.2	40.4	0.8454	0.0000191	1982 hur law 0
253.2	75.2	0.8611	0.0000166	1982 hur law 0
253.2	111.3	0.8754	0.0000145	1982 hur law 0
253.2	145.6	0.8879	0.0000128	1982 hur law 0
268.2	0.1	0.8088	0.0000287	1982 hur law 0
268.2	13.9	0.8173	0.0000269	1982 hur law 0
268.2	43.4	0.8335	0.000024	1982 hur law 0
268.2	72.8	0.8479	0.0000213	1982 hur law 0
268.2	74.5	0.8486	0.0000211	1982 hur law 0
268.2	110.2	0.8642	0.0000187	1982 hur law 0
268.2	163.8	0.8846	0.0000157	1982 hur law 0
268.2	210.9	0.9004	0.0000135	1982 hur law 0
283.2	0.1	0.7928	0.0000354	1982 hur law 0
283.2	1.2	0.7936	0.0000352	1982 hur law 0
283.2	19.7	0.806	0.0000319	1982 hur law 0
283.2	54.8	0.8267	0.0000279	1982 hur law 0
283.2	56	0.8272	0.000028	1982 hur law 0
283.2	66.5	0.83275	0.0000268	1982 hur law 0
283.2	104.4	0.8509	0.0000234	1982 hur law 0
283.2	111.3	0.854	0.000023	1982 hur law 0
283.2	165.1	0.8757	0.0000194	1982 hur law 0
283.2	235	0.8999	0.000016	1982 hur law 0
298.2	0.1	0.7767	0.0000431	1982 hur law 0
298.2	0.1	0.7767	0.0000435	1982 hur law 0
298.2	16.6	0.7892	0.0000403	1982 hur law 0
298.2	37.5	0.8033	0.0000362	1982 hur law 0
298.2	60.9	0.8175	0.0000329	1982 hur law 0
298.2	94.8	0.8356	0.0000305	1982 hur law 0
298.2	120.5	0.8477	0.0000273	1982 hur law 0
298.2	163.4	0.866	0.0000245	1982 hur law 0
298.2	182.4	0.8734	0.0000224	1982 hur law 0
298.2	186.8	0.8751	0.0000224	1982 hur law 0
298.2	247	0.896	0.0000191	1982 hur law 0
298.2	253.3	0.8975	0.0000193	1982 hur law 0
298.2	302.1	0.913	0.0000167	1982 hur law 0
313.2	0.1	0.7603	0.0000501	1982 hur law 0
313.2	13.8	0.772	0.0000476	1982 hur law 0
313.2	33.8	0.7872	0.0000437	1982 hur law 0
313.2	75.2	0.8138	0.0000375	1982 hur law 0
313.2	117.2	0.836	0.0000325	1982 hur law 0
313.2	161.4	0.8562	0.0000288	1982 hur law 0
313.2	198.8	0.8713	0.0000259	1982 hur law 0
313.2	251.2	0.8901	0.0000229	1982 hur law 0
313.2	303.6	0.9068	0.0000204	1982 hur law 0
328.2	4.8	0.7483	0.000057	1982 hur law 0
328.2	25.5	0.7668	0.0000521	1982 hur law 0
328.2	54.5	0.7888	0.000047	1982 hur law 0
328.2	94.8	0.8138	0.0000411	1982 hur law 0
328.2	150	0.8422	0.0000345	1982 hur law 0
328.2	230.1	0.875	0.0000284	1982 hur law 0
328.2	301.2	0.8995	0.0000244	1982 hur law 0
343.2	7.1	0.7343	0.0000663	1982 hur law 0
343.2	27.4	0.7543	0.00006	1982 hur law 0
343.2	61.8	0.7818	0.0000529	1982 hur law 0
343.2	108.5	0.8114	0.0000451	1982 hur law 0
343.2	175.3	0.8451	0.000038	1982 hur law 0
343.2	302.5	0.8935	0.0000279	1982 hur law 0
1101 90 T(K)	P(Mpa)	density(g/cm3)	D(cm2/s)	0.364878049	0.883902439	0.012370114	47.72389906	0.60453	0.96596	512.5	8.084
453	5	0.60453	0.000186	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
453	50	0.69563	0.000137	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
453	100	0.74468	0.000112	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
453	150	0.77901	0.0000952	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
453	200	0.80613	0.0000842	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
418	5	0.6631	0.000131	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
418	50	0.72917	0.0000999	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
418	100	0.77164	0.0000837	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
418	150	0.80276	0.0000737	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
418	200	0.82789	0.0000646	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
387	5	0.70266	0.0000854	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
387	50	0.75619	0.0000705	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
387	100	0.79409	0.00006	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
387	150	0.8228	0.0000525	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
387	200	0.84633	0.0000469	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
355	5	0.72689	0.000058	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
355	50	0.77418	0.0000492	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
355	100	0.80939	0.0000406	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
355	150	0.83656	0.0000371	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
355	200	0.85905	0.0000345	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
323	5	0.76816	0.0000383	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
323	50	0.80686	0.0000331	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
323	100	0.83776	0.0000291	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
323	150	0.86234	0.0000255	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
323	200	0.88302	0.000022	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
292	0.1	0.79209	0.000023	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
292	50	0.83057	0.0000205	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
292	100	0.85874	0.0000173	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
292	150	0.88159	0.0000156	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
292	200	0.90104	0.000014	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
292	250	0.91809	0.0000125	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
240	0.1	0.84116	0.00000782	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
240	50	0.87188	0.00000668	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
240	100	0.89589	0.00000577	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
240	150	0.91599	0.00000496	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
240	200	0.93345	0.0000043	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
240	250	0.94897	0.00000371	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
213	0.1	0.86745	0.00000363	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
213	50	0.89459	0.00000298	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
213	100	0.91645	0.00000241	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
213	150	0.93504	0.00000201	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
213	200	0.95135	0.00000168	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
213	250	0.96596	0.00000144	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
201	0.1	0.87934	0.00000243	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
201	50	0.90485	0.00000196	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
201	100	0.92563	0.00000156	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
201	150	0.9434	0.00000126	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
187	0.1	0.89335	0.00000144	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
187	50	0.91664	0.00000107	Karger, N., Vardag, T. and Ludemann, H.-D. (1990) Temperature dependence of self-di¤usion in compressed monohydric alcohols. J. Chem. Phys. 93,3437.							
278.1	0.1	0.80509	1.67E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
278.1	0.1	0.80509	1.66E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
278.1	23.8	0.824	1.52E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
278.1	49.2	0.84085	1.38E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
278.1	102	0.86933	1.20E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
278.1	149.8	0.89039	1.08E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
278.1	200.6	0.90959	9.70E-06	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
278.1	239.5	0.92269	8.90E-06	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
278.1	287.6	0.93738	8.10E-06	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
283.2	0.1	0.80032	1.85E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
283.2	0.1	0.80032	1.79E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
283.2	46.5	0.83517	1.65E-05	Hurle et al, J. Chem. Soc. Faraday Trans. 1, 1985, 81, 769-779.							
